 Count  Overhead File                    Line Function
   324         2 @NCTSSoS/…imization/symmetry.jl  462 ==
   325         0 @NCTSSoS/…imization/symmetry.jl 1172 *(a::NCTSSoS.CliffordSymmetryGrou…
   330       330 @NCTSSoS/…mplification/pauli.jl    ? _validate_word(::Type{PauliAlgebr…
   330       327 @NCTSSoS/…imization/symmetry.jl    ? _transformed_entry_from_sparse_su…
   330       330 @NCTSSoS/…mplification/pauli.jl  138 simplify!(::Type{PauliAlgebra}, w…
   335        14 @Base/dict.jl           237 ht_keyindex(h::Dict{Vector{UInt8}…
   342         0 @Base/anyall.jl         130 _any
   344       123 @SymbolicWedderburn/…s/character_tables.jl   98 SymbolicWedderburn.Characters.Cha…
   348        26 @NCTSSoS/…imization/symmetry.jl 2156 _transformed_entry_from_sparse_su…
   350       184 @Base/abstractarray.jl 1091 copyto_unaliased!(deststyle::Inde…
   354         0 @NCTSSoS/…imization/symmetry.jl 2204 _transform_constraint_block_from_…
   357       333 @Base/array.jl          991 _setindex!
   360         0 @NCTSSoS/…mplification/pauli.jl  164 simplify!(::Type{PauliAlgebra}, w…
   361         0 @Base/range.jl          685 isempty
   363         0 @Base/hashing.jl         47 hash_64_64
   365         0 @NCTSSoS/…imization/symmetry.jl  515 _act_monomial(g::CliffordSymmetry…
   366         1 @NCTSSoS/…imization/symmetry.jl 1861 _lazy_orbit_reduce!(reducer::NCTS…
   367         0 @Base/array.jl          986 setindex!
   368       223 @Base/range.jl          426 unitrange_last
   371        15 @NCTSSoS/…imization/symmetry.jl  500 _clifford_letter_image(g::Cliffor…
   372         0 @Base/indices.jl        571 iterate
   373         1 @NCTSSoS/…tion/moment_linear.jl   84 _assert_linear_moment_form_invari…
   374        41 @Base/abstractarray.jl 1064 copyto!
   374       374 @Base/subarray.jl        22 SubArray
   375        53 @NCTSSoS/…mplification/pauli.jl  142 simplify!(::Type{PauliAlgebra}, w…
   375         1 @NCTSSoS/…imization/symmetry.jl 1862 _lazy_orbit_reduce!(reducer::NCTS…
   376         0 @Base/broadcast.jl      933 copy
   380       380 @Base/multidimensional.jl  891 ensure_indexable
   381         0 @Base/abstractarray.jl  689 checkbounds
   383        41 @Base/broadcast.jl      987 copyto!
   386       386 @Base/array.jl            ? hash(A::Vector{UInt8}, h::UInt64)
   388         0 @Compiler/src/typeinfer.jl 1448 typeinf_ext_toplevel(mi::Core.Met…
   403         0 @Base/abstractarray.jl 1081 copyto_unaliased!(deststyle::Inde…
   407         1 @NCTSSoS/…imization/symmetry.jl 2159 _transformed_entry_from_sparse_su…
   409         0 @Base/broadcast.jl      316 instantiate
   409         0 @Base/broadcast.jl      562 check_broadcast_axes
   421       421 @Base/anyall.jl         128 _any
   421       421 @Base/array.jl         1478 resize!(a::Vector{UInt8}, nl_::In…
   422       422 @Base/float.jl          623 <
   422         0 @Base/indices.jl        536 LinearIndices
   423         0 @NCTSSoS/…imization/symmetry.jl 2170 _transformed_entry_from_sparse_su…
   426         0 @SymbolicWedderburn/src/sa_basis.jl  163 #symmetry_adapted_basis#50
   426         0 @SymbolicWedderburn/…s/character_tables.jl   97 CharacterTable
   428       143 @Base/range.jl          800 length(r::StepRange{Int64, Int64})
   429       429 @Base/abstractarray.jl 2993 isequal
   429         8 @NCTSSoS/…mplification/pauli.jl   58 _validate_word(::Type{PauliAlgebr…
   435         0 @NCTSSoS/…imization/symmetry.jl  518 _act_monomial(g::CliffordSymmetry…
   436        14 @Base/math.jl           745 _hypot
   443       443 @Base/math.jl             ? _hypot
   444         0 @SparseArrays/src/higherorderfns.jl 1070 copyto!
   444         0 @Base/tuple.jl          360 map
   444         0 @SparseArrays/src/higherorderfns.jl 1070 #copyto!##0
   444         0 @SparseArrays/src/sparsematrix.jl  555 unaliascopy(S::SparseArrays.Spars…
   444         0 @Base/abstractarray.jl 1546 unaliascopy
   446        11 @Base/subarray.jl       214 view
   447         0 @Base/range.jl            5 Colon
   447        79 @Base/range.jl          415 UnitRange
   451       451 @Base/boot.jl           593 memoryref
   452         0 @NCTSSoS/…imization/symmetry.jl 2621 _collect_reduced_basis(objective:…
   457       130 @Base/abstractarray.jl  699 checkbounds
   464         0 @NCTSSoS/…tion/moment_linear.jl   49 NCTSSoS.LinearMomentForm{Vector{U…
   471         0 @NCTSSoS/…mplification/pauli.jl  178 simplify!(::Type{PauliAlgebra}, w…
   473       473 @Base/genericmemory.jl  253 _setindex!
   475         1 @NCTSSoS/…tion/moment_linear.jl  407 _assert_form_keys_in_moment_unive…
   475         0 @NCTSSoS/…tion/moment_linear.jl  396 _has_key_value
   475         0 @Base/dict.jl           129 hashindex
   479       479 @Base/essentials.jl     919 getindex
   479         4 @Base/dict.jl           168 rehash!(h::Dict{NormalMonomial{Pa…
   479         0 @Base/genericmemory.jl  260 setindex!
   480         0 @Base/subarray.jl       469 compute_offset1
   487         0 @Base/dict.jl           130 hashindex
   487         0 @Base/dict.jl           122 _shorthash7
   489         0 @Base/abstractarray.jl  137 axes1
   490         0 @NCTSSoS/…tion/moment_linear.jl   64 NCTSSoS.LinearMomentForm{Vector{U…
   498       277 @NCTSSoS/…mplification/pauli.jl   65 _validate_word(::Type{PauliAlgebr…
   500         4 @Base/dict.jl           504 get
   522       522 @Base/int.jl              ? ht_keyindex(h::Dict{NormalMonomia…
   523       123 @Base/dict.jl           241 ht_keyindex(h::Dict{Vector{UInt8}…
   525         0 @Base/sort.jl           849 _sort!(v::Vector{UInt8}, ::Base.S…
   528         0 @Base/set.jl            137 push!(s::Set{Tuple{Vararg{UInt8}}…
   529       474 @Base/range.jl          921 iterate
   531       531 @Base/float.jl          497 *
   531         3 @NCTSSoS/…imization/symmetry.jl  724 _validate_clifford_symmetry(g::Cl…
   534         0 @Base/int.jl           1015 -
   540         1 @NCTSSoS/…ptimization/moment.jl  155 _register_moment_key!
   545         0 @NCTSSoS/…c/types/polynomial.jl  116 _process_terms(input_terms::Vecto…
   545         0 @Base/sort.jl          1769 sort
   545         0 @Base/sort.jl          1769 #sort#24
   548        12 @Base/dict.jl           255 ht_keyindex(h::Dict{Vector{UInt8}…
   555        82 @Base/dict.jl           279 ht_keyindex2_shorthash!(h::Dict{N…
   614         0 @Base/dict.jl           158 rehash!(h::Dict{NormalMonomial{Pa…
   631         0 @Base/array.jl         1355 append!
   642         0 @NCTSSoS/…imization/symmetry.jl  362 CliffordSymmetry(images::Dict{Nor…
   642         0 @NCTSSoS/…imization/symmetry.jl  175 CliffordSymmetry
   642         0 @NCTSSoS/…imization/symmetry.jl  665 _validate_clifford_symmetry
   643       643 @Base/range.jl          797 length(r::StepRange{Int64, Int64})
   647        44 @Base/abstractarray.jl 1080 copyto_unaliased!(deststyle::Inde…
   661       661 @Base/int.jl            520 <=
   666         0 @NCTSSoS/…imization/symmetry.jl  579 _compose_clifford_symmetries(left…
   666         0 @NCTSSoS/…imization/symmetry.jl  327 CliffordSymmetry
   668         0 @NCTSSoS/…imization/symmetry.jl 2623 _collect_reduced_basis(objective:…
   691         0 @Base/int.jl           1015 *
   695         0 @NCTSSoS/…imization/symmetry.jl 1471 _sw_finite_action_group(generator…
   696       696 @Base/int.jl             88 *
   698         0 @NCTSSoS/…imization/symmetry.jl 1316 _compose_finite_actions
   700         0 @SymbolicWedderburn/…matrix_projections.jl  346 matrix_representation_acc!(result…
   701         0 @SymbolicWedderburn/src/image_basis.jl   56 image_basis
   701         0 @SymbolicWedderburn/…matrix_projections.jl  289 matrix_representation
   711        97 @NCTSSoS/…mplification/pauli.jl  185 simplify!(::Type{PauliAlgebra}, w…
   725       725 @Base/dict.jl           265 ht_keyindex2_shorthash!(h::Dict{N…
   736         0 @NCTSSoS/…mplification/pauli.jl  152 simplify!(::Type{PauliAlgebra}, w…
   740         0 @Base/complex.jl        299 *
   761         0 @NCTSSoS/…imization/symmetry.jl 1118 CliffordSymmetryGroup(generators:…
   764         0 @Base/operators.jl      477 isless
   768       768 @NCTSSoS/…imization/symmetry.jl 2085 _accumulate_reduced_term!(acc::Di…
   768         0 @Base/broadcast.jl     1104 copyto_nonleaf!(dest::Vector{Symb…
   772         9 @NCTSSoS/…imization/symmetry.jl 2092 _accumulate_reduced_term!(acc::Di…
   774         4 @Base/broadcast.jl      941 copy
   777        57 @NCTSSoS/…imization/symmetry.jl 2148 _transformed_entry_from_sparse_su…
   781         0 @NCTSSoS/…tion/moment_linear.jl  643 _assert_moment_linear_data_invari…
   781         0 @NCTSSoS/…tion/moment_linear.jl  499 _assert_psd_blocks(psd_blocks_lin…
   791         0 @NCTSSoS/…ptimization/moment.jl  418 _build_moment_linear_data(objecti…
   791         0 @NCTSSoS/…tion/moment_linear.jl  315 MomentLinearData
   797       797 @Base/float.jl          699 abs
   816         0 @NCTSSoS/…imization/symmetry.jl 2126 _polynomial_from_accumulator(acc:…
   821         0 @Base/hashing.jl         51 hash_64_64
   822         0 @Base/ordering.jl       118 lt
   829         0 @NCTSSoS/…imization/symmetry.jl 2743 moment_relax_symmetric(pop::PolyO…
   829        13 @NCTSSoS/…imization/symmetry.jl 1093 kwcall(::@NamedTuple{nqubits::Int…
   854         0 @Base/subarray.jl        38 SubArray
   860       152 @Base/abstractarray.jl 1530 unalias
   865         0 @Base/broadcast.jl     1250 dotview
   865         0 @Base/views.jl          149 maybeview
   891         0 @NCTSSoS/…imization/symmetry.jl  499 _clifford_letter_image(g::Cliffor…
   892         0 @Base/sort.jl          1128 _sort!(v::Vector{Vector{UInt8}}, …
   892         0 @Base/sort.jl           506 make_scratch
   901         0 @NCTSSoS/…mplification/pauli.jl  162 simplify!(::Type{PauliAlgebra}, w…
   917         9 @NCTSSoS/…c/types/polynomial.jl   94 Polynomial
   924         0 @Base/array.jl          795 collect
   931         0 @Base/array.jl          405 getindex
   931         0 @NCTSSoS/…imization/symmetry.jl 2176 _transformed_entry_from_sparse_su…
   931         3 @NCTSSoS/…imization/symmetry.jl 2116 _polynomial_from_accumulator
   939         0 @SymbolicWedderburn/src/sa_basis.jl  250 (::SymbolicWedderburn.var"#_symme…
   946         0 @NCTSSoS/…imization/symmetry.jl 2910 moment_relax_symmetric(pop::PolyO…
   956       940 @Base/sort.jl           852 _sort!(v::Vector{Pair{Vector{UInt…
   968         0 @NCTSSoS/src/types/monomial.jl  261 NormalMonomial
   968         0 @Base/reducedim.jl      989 any
   968         0 @Base/reducedim.jl      989 #any#756
   970         0 @Base/abstractarray.jl  315 length
   970         0 @Base/subarray.jl        65 size
   975         0 @Base/range.jl          805 length(r::StepRange{Int64, Int64})
   988         0 @NCTSSoS/…mplification/pauli.jl   64 _validate_word(::Type{PauliAlgebr…
  1014         0 @Base/array.jl          670 _array_for_inner
  1023         0 @Base/operators.jl      425 >
  1032         0 @NCTSSoS/…/states/polynomial.jl  172 expval
  1032         0 @NCTSSoS/src/states/word.jl   48 StateSymbol
  1032         0 @NCTSSoS/…s/canonicalization.jl    1 canonicalize
  1032         0 @Base/broadcast.jl      894 materialize(bc::Base.Broadcast.Br…
  1033         1 @SymbolicWedderburn/src/sa_basis.jl  255 _symmetry_adapted_basis(T::Type, …
  1037       592 @Base/abstractarray.jl 1070 copyto!(dest::SubArray{UInt8, 1, …
  1046         0 @Base/set.jl            392 _unique!(f::typeof(identity), A::…
  1046         0 @Base/operators.jl     1397 ∉
  1053         0 @Base/abstractarray.jl  866 similar
  1053         0 @Base/abstractarray.jl  867 similar
  1056      1056 @Base/sort.jl             ? _sort!(v::Vector{Pair{Vector{UInt…
  1058       897 @Base/abstractarray.jl 1064 copyto!(dest::SubArray{UInt8, 1, …
  1061         0 @Base/set.jl            477 unique!
  1061         0 @Base/set.jl            411 _unique!
  1061         0 @Base/set.jl            373 unique!
  1061         0 @Base/set.jl            385 #unique!#306
  1063         0 @NCTSSoS/src/util/helpers.jl   54 sorted_unique!(v::Vector{NormalMo…
  1069         0 @Base/boot.jl           660 Array
  1083         0 @Base/sort.jl          1380 _sort!
  1086         0 @NCTSSoS/…tion/moment_linear.jl   52 NCTSSoS.LinearMomentForm{Vector{U…
  1093         0 @NCTSSoS/…c/types/polynomial.jl  527 monomials
  1095         0 @Base/sort.jl           802 _sort!(v::Vector{Vector{UInt8}}, …
  1120         0 @NCTSSoS/…imization/symmetry.jl 2959 moment_relax_symmetric(pop::PolyO…
  1127      1127 @NCTSSoS/…c/types/arithmetic.jl   73 _simplified_to_terms(::Type{Pauli…
  1144         0 @Base/task.jl           554 fetch
  1144         0 @Base/task.jl           360 wait
  1144         0 @Base/task.jl           361 #wait#582
  1154         0 @Base/hashing.jl         50 hash_64_64
  1168      1168 @NCTSSoS/…mplification/pauli.jl   57 _validate_word(::Type{PauliAlgebr…
  1185         0 @Base/abstractarray.jl 1238 isempty
  1187         0 @NCTSSoS/…imization/symmetry.jl 2151 _transformed_entry_from_sparse_su…
  1195      1195 @Base/dict.jl           236 ht_keyindex(h::Dict{Vector{UInt8}…
  1209         0 @SymbolicWedderburn/src/sa_basis.jl  194 symmetry_adapted_basis(T::Type, t…
  1214       408 @NCTSSoS/…mplification/pauli.jl    ? simplify!(::Type{PauliAlgebra}, w…
  1234         0 @Base/subarray.jl       216 view
  1234         0 @Base/subarray.jl       249 unsafe_view
  1234         0 @Base/subarray.jl        28 SubArray
  1255         0 @NCTSSoS/src/util/helpers.jl  409 _pauli_type
  1276         0 @NCTSSoS/src/states/word.jl   54 symmetric_canon
  1291         1 @Base/sort.jl          1123 _sort!
  1331         0 @Base/sort.jl           780 _sort!
  1333         0 @Base/sort.jl           731 _sort!
  1334      1334 @Base/int.jl            302 rem
  1343         0 @Base/sort.jl          1594 _sort!
  1371        37 @NCTSSoS/…imization/symmetry.jl  513 _act_monomial(g::CliffordSymmetry…
  1384         0 @Base/dict.jl           337 _setindex!
  1417       226 @NCTSSoS/…mplification/pauli.jl  156 simplify!(::Type{PauliAlgebra}, w…
  1434         0 @Base/dict.jl           363 setindex!(h::Dict{NormalMonomial{…
  1451         0 @SymbolicWedderburn/src/sa_basis.jl  171 #symmetry_adapted_basis#50
  1451         0 @SymbolicWedderburn/src/sa_basis.jl  174 symmetry_adapted_basis
  1473      1473 @Base/int.jl            327 ~
  1493         0 @Base/hashing.jl         49 hash_64_64
  1494         0 @Base/genericmemory.jl  125 unsafe_copyto!
  1496      1496 @Base/cmem.jl            28 memmove
  1505         0 @Base/complex.jl        286 abs
  1505       449 @Base/math.jl           728 hypot
  1507      1507 @NCTSSoS/…imization/symmetry.jl 1824 _lazy_orbit_reduce!(reducer::NCTS…
  1543         0 @Base/set.jl             92 in
  1546         0 @NCTSSoS/…ptimization/moment.jl  162 _register_polynomial_keys!(key_to…
  1582      1582 @Base/Base_compiler.jl   54 getproperty
  1602         0 @Base/simdloop.jl        77 macro expansion
  1602         0 @Base/broadcast.jl      995 macro expansion
  1604         0 @Base/broadcast.jl      994 copyto!
  1605         2 @NCTSSoS/…ptimization/moment.jl  370 _build_moment_linear_data(objecti…
  1621      1330 @Base/abstractarray.jl 1069 copyto!
  1643         0 @Base/broadcast.jl      919 copy
  1680         0 @Base/array.jl         1292 _push!
  1696         0 @NCTSSoS/…ptimization/moment.jl  202 _linearize_moment_polynomial(::Ty…
  1702         0 @Base/array.jl         1289 push!
  1732         0 @Base/hashing.jl         48 hash_64_64
  1743         0 @Base/array.jl          355 copy
  1744         0 @Base/task.jl           312 _wait(t::Task)
  1755         0 @Base/hashing.jl         46 hash_64_64
  1764         0 @Base/broadcast.jl      894 materialize
  1901      1901 @NCTSSoS/src/util/helpers.jl  154 _neat_dot3(a::Vector{UInt8}, m::V…
  1904         0 @Base/operators.jl      642 +
  1906         0 @Base/array.jl         1067 array_new_memory
  1927      1927 @Base/int.jl             83 <
  1959         0 @Base/abstractarray.jl 3582 hash(A::Vector{UInt8}, h::UInt64)
  1959         0 @NCTSSoS/…imization/symmetry.jl 2960 moment_relax_symmetric(pop::PolyO…
  1989      1989 @Base/abstractarray.jl 1063 copyto!(dest::SubArray{UInt8, 1, …
  2005         6 @NCTSSoS/…imization/symmetry.jl 1843 _lazy_orbit_reduce!(reducer::NCTS…
  2049         0 @Base/subarray.jl       522 _indices_sub
  2086       307 @Base/sort.jl           845 _sort!(v::Vector{Pair{Vector{UInt…
  2091         2 @NCTSSoS/…ptimization/moment.jl  204 _linearize_moment_polynomial(::Ty…
  2105         0 @Base/subarray.jl       517 axes
  2142      2142 @Base/int.jl            379 xor
  2148         0 @Base/array.jl         1148 (::Base.var"#_growend!##0#_growen…
  2178         0 @Base/hashing.jl         45 hash_64_64
  2202         0 @NCTSSoS/…imization/symmetry.jl 2433 _symmetry_sparse_row_bases(basis:…
  2202         0 @NCTSSoS/…imization/symmetry.jl 1573 _sw_decompose_half_basis
  2202         0 @SymbolicWedderburn/src/sa_basis.jl  155 symmetry_adapted_basis
  2235         0 @NCTSSoS/…imization/symmetry.jl 2470 _reduce_constraint_matrix_symmetr…
  2265      2265 @Base/int.jl             86 -
  2288         0 @Base/Base.jl           352 (::Base.var"#start_profile_listen…
  2288         0 @Base/Base.jl           332 profile_printing_listener(cond::B…
  2288         0 @Base/asyncevent.jl     185 _trywait(t::Base.AsyncCondition)
  2307         0 @NCTSSoS/…ptimization/moment.jl  140 _moment_key
  2332         0 @Base/sort.jl            57 issorted
  2337        74 @Base/abstractarray.jl 1070 copyto!
  2344        43 @Base/array.jl         1131 _growend!
  2388         0 @NCTSSoS/…mplification/pauli.jl   60 _validate_word(::Type{PauliAlgebr…
  2388         0 @NCTSSoS/…ation/site_helpers.jl   41 _is_site_sorted_pauli
  2388         0 @Base/sort.jl            88 issorted
  2388         0 @Base/sort.jl            95 #issorted#1
  2423      2423 @Base/essentials.jl     920 getindex
  2432      2432 @Base/abstractarray.jl 3571 hash(A::Vector{UInt8}, h::UInt64)
  2482       416 @Base/range.jl          683 size
  2510         0 @Base/tuple.jl          580 hash
  2514         0 @NCTSSoS/src/util/helpers.jl  159 _neat_dot3(a::Vector{UInt8}, m::V…
  2539         0 @Base/abstractarray.jl 3576 hash(A::Vector{UInt8}, h::UInt64)
  2619      2619 @Base/int.jl            519 <
  2651         0 @Base/abstractarray.jl   98 axes
  2663         0 @Base/broadcast.jl      672 _broadcast_getindex
  2663         0 @Base/broadcast.jl      699 _broadcast_getindex_evalf
  2731         0 @Base/int.jl            540 >>
  2731      2731 @Base/int.jl            534 >>
  2745         0 @Base/broadcast.jl      616 getindex
  2745         0 @Base/broadcast.jl      620 _getindex
  2774         0 @Base/hashing.jl         33 hash
  2774         0 @Base/hashing.jl         79 hash_uint
  2910      2910 @Base/essentials.jl      11 length
  2935         0 @NCTSSoS/src/util/helpers.jl  160 _neat_dot3(a::Vector{UInt8}, m::V…
  3455         0 @Base/array.jl         2116 ==
  3508      3508 @Base/cmem.jl            56 memcmp
  3891         6 @NCTSSoS/…ptimization/moment.jl  290 _psd_linear_block(::Type{Vector{U…
  4032         0 @Base/condition.jl      136 wait
  4032         0 @Base/condition.jl      141 wait(c::Base.GenericCondition{Bas…
  4093         0 @NCTSSoS/…c/types/arithmetic.jl   81 _simplified_to_terms(::Type{Pauli…
  4161         0 @NCTSSoS/…ptimization/moment.jl  401 _build_moment_linear_data(objecti…
  4208         0 @Base/ordering.jl       120 lt
  4333      1133 @Base/array.jl          901 iterate
  4349         0 @Base/dict.jl           274 ht_keyindex2_shorthash!(h::Dict{N…
  4911      4911 @Base/int.jl             87 +
  5145      5057 @Base/array.jl          356 copy
  5287       124 @Base/sort.jl             ? _sort!
  5413         0 @NCTSSoS/…mplification/pauli.jl  145 simplify!(::Type{PauliAlgebra}, w…
  5435         0 @Base/abstractarray.jl 3581 hash(A::Vector{UInt8}, h::UInt64)
  5437         0 @Base/hashing.jl         89 hash
  5959         0 @NCTSSoS/src/util/helpers.jl  387 _pauli_site
  6013        83 @NCTSSoS/src/types/monomial.jl  262 NormalMonomial
  6128         0 @Base/array.jl          376 similar
  6221       241 @Base/dict.jl           503 get
  6344        78 @Base/dict.jl           356 setindex!(h::Dict{Vector{UInt8}, …
  6417      6417 @Base/int.jl            301 div
  6464         0 @NCTSSoS/src/util/helpers.jl  158 _neat_dot3(a::Vector{UInt8}, m::V…
  6571         0 @NCTSSoS/…imization/symmetry.jl 2963 moment_relax_symmetric(pop::PolyO…
  6571         0 @NCTSSoS/…ptimization/moment.jl   84 MomentProblem
  6571         0 @NCTSSoS/…ptimization/moment.jl   91 #_#158
  6571         0 @NCTSSoS/…ptimization/moment.jl  355 _build_moment_linear_data
  6652         0 @Base/sort.jl           686 _sort!
  6652         0 @Base/sort.jl           747 _sort!
  6722         0 @Base/hashing.jl         78 hash_uint64
  6756         0 @Base/sort.jl          1733 sort!
  6756         0 @Base/sort.jl          1740 #sort!#23
  6756         0 @Base/sort.jl           561 _sort!
  7624         0 @NCTSSoS/src/util/helpers.jl  157 _neat_dot3(a::Vector{UInt8}, m::V…
  7915         0 @Base/array.jl          354 copy
  7946         0 @Base/hashing.jl         87 hash
  7999         0 @NCTSSoS/…s/canonicalization.jl   19 symmetric_canon
  8065         0 @NCTSSoS/…imization/symmetry.jl 1828 _lazy_orbit_reduce!(reducer::NCTS…
  8783       209 @Base/broadcast.jl      988 copyto!
  9724         0 @NCTSSoS/…imization/symmetry.jl 1770 _symmetric_monomial
 10426         0 @Base/broadcast.jl      902 materialize!
 10426         0 @Base/broadcast.jl      905 materialize!
 10831         0 @Base/broadcast.jl      947 copyto!
 11124     10979 @Base/boot.jl           648 Array
 12652         0 @Base/dict.jl           242 ht_keyindex(h::Dict{Vector{UInt8}…
 13266         0 @Base/dict.jl           248 ht_keyindex(h::Dict{Vector{UInt8}…
 13306       231 @NCTSSoS/…imization/symmetry.jl 2112 _accumulate_reduced_term!(acc::Di…
 14725         0 @Base/boot.jl           647 Array
 16271      1187 @NCTSSoS/src/types/monomial.jl  100 _hash_with_algebra
 16379         0 @NCTSSoS/src/types/monomial.jl  294 hash
 16524         0 @Base/dict.jl           128 hashindex
 16525         2 @Base/hashing.jl         28 hash
 16535         0 @Base/array.jl          161 vect
 16792         0 @NCTSSoS/…c/types/arithmetic.jl   82 _simplified_to_terms(::Type{Pauli…
 18400       144 @NCTSSoS/…mplification/pauli.jl  213 simplify
 22078         0 @Base/dict.jl           477 getindex
 22392       303 @NCTSSoS/src/util/helpers.jl  189 _neat_dot3
 23364     23338 @Base/array.jl         2108 ==
 23718       388 @NCTSSoS/…imization/symmetry.jl 2161 _transformed_entry_from_sparse_su…
 24903     24900 @Base/boot.jl           588 GenericMemory
 27397         0 @NCTSSoS/src/types/monomial.jl  282 ==
 27397         0 @NCTSSoS/src/types/monomial.jl   88 _eq_same_algebra
 27503         0 @Base/operators.jl      178 isequal
 27975        45 @Base/dict.jl           249 ht_keyindex(h::Dict{Vector{UInt8}…
 30486       164 @Base/dict.jl           476 getindex
 34497       260 @Base/dict.jl           246 ht_keyindex(h::Dict{Vector{UInt8}…
 34710         0 @Base/dict.jl           133 isslotempty
 35526     35526 @Base/promotion.jl      637 ==
 36675     36675 @Base/essentials.jl     386 getindex
 40395        51 @NCTSSoS/…imization/symmetry.jl 2160 _transformed_entry_from_sparse_su…
 54230         1 @NCTSSoS/…imization/symmetry.jl 1829 _lazy_orbit_reduce!(reducer::NCTS…
 56396       107 @Base/dict.jl           548 haskey
 56483      3978 @NCTSSoS/…imization/symmetry.jl 1830 _lazy_orbit_reduce!(reducer::NCTS…
123792       276 @NCTSSoS/…imization/symmetry.jl 2106 _accumulate_reduced_term!(acc::Di…
139608       197 @NCTSSoS/…imization/symmetry.jl 2085 _accumulate_reduced_term!
140256         0 @NCTSSoS/…imization/symmetry.jl 2162 _transformed_entry_from_sparse_su…
210169       177 @NCTSSoS/…imization/symmetry.jl 2129 _transformed_entry_from_sparse_su…
210187         0 @NCTSSoS/…imization/symmetry.jl 2193 _transform_constraint_block_from_…
210549         0 @NCTSSoS/…imization/symmetry.jl 2225 kwcall(::@NamedTuple{atol::Float6…
210549         0 @NCTSSoS/…imization/symmetry.jl 2237 _diagonal_transformed_blocks_from…
210549         0 @NCTSSoS/…imization/symmetry.jl 2179 _transform_constraint_block_from_…
210578        24 @NCTSSoS/…imization/symmetry.jl 2471 _reduce_constraint_matrix_symmetr…
212813         0 @NCTSSoS/…imization/symmetry.jl 2454 kwcall(::@NamedTuple{atol::Float6…
213098       252 @NCTSSoS/…imization/symmetry.jl 2881 moment_relax_symmetric(pop::PolyO…
221827         0 @Base/task.jl           868 task_done_hook(t::Task)
224690         4 @NCTSSoS/…imization/symmetry.jl 2666 moment_relax_symmetric(pop::PolyO…
225311         0 @Base/client.jl         550 _start()
225311         0 @Base/client.jl         317 exec_options(opts::Base.JLOptions)
225311         0 @Base/Base.jl           306 include(mod::Module, _path::Strin…
225311         0 @Base/loading.jl       2934 _include(mapexpr::Function, mod::…
225311         0 @Base/loading.jl       2874 include_string(mapexpr::typeof(id…
225311         0 @Base/boot.jl           489 eval(m::Module, e::Any)
225311         0 @NCTSSoS/…nt_relax_symmetric.jl   72 main()
225311         0 @Profile/src/Profile.jl   60 macro expansion
225311       523 @NCTSSoS/…nt_relax_symmetric.jl   73 macro expansion
225859         0 @Base/task.jl          1228 wait()
225859    225858 @Base/task.jl          1216 poptask(W::Base.IntrusiveLinkedLi…
Total snapshots: 451736. Utilization: 50% across all threads and tasks. Use the `groupby` kwarg to break down by thread and/or task.
